Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,782.79,-,2.7,-3.57,2.7,2.242,829977.0,51.5052,-33.3333,2.59,2.826,3.2365,2.6257,2.6135,2.6622,-0.0487,-0.0985,2.9565,2.2235,43.92,785987.0782,2.64,2.591,2.5681,1.1193,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,390.0,-,19.5,-1.02,19.5,5.929,303887.0,53.0153,-11.9048,18.735,20.236,20.562,18.8957,18.8341,19.1496,-0.3155,-0.5993,20.8854,16.5846,458.52,306065.1822,18.9822,18.7141,18.5662,1.0538,-,-,-,-,-,-,-,-,-,-,-,-,-3.45,9.13,-,31.44,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1655.04,7.28,18.0,-0.56,17.8,0.469,26296.0,46.9138,-21.4286,17.62,19.388,19.847,17.5796,17.5926,18.1024,-0.5098,-0.7213,19.7242,15.5158,37.33,13012.6411,17.6178,17.391,17.369,1.2483,5.62,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,7.28,17.44,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,718.25,-,11.0,-0.89,11.1,0.322,29086.0,46.2613,-20.0,10.955,12.166,13.126,10.9772,10.9703,11.2807,-0.3104,-0.4716,12.4268,9.4832,12.98,-3758.927,11.0444,10.9051,10.8138,1.4005,0.90,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,693.36,-,2.9,0.0,2.9,4.69,1617469.0,57.2069,-30.0,2.7,2.912,3.634,2.7781,2.7569,2.7808,-0.0239,-0.0817,3.0554,2.3446,155.25,2721597.4119,2.8022,2.7487,2.6995,1.0834,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,4209.77,-,4.7,-2.08,4.7,5.29,1116936.0,49.7568,-27.7778,4.49,5.05,6.3245,4.6383,4.6046,4.699,-0.0944,-0.2129,5.4674,3.5126,44.1,1149759.79,4.7267,4.5923,4.4729,1.7221,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0.0,69.847,0.0,951.55,872.98,0.0,934.1283,920.7205,902.6012,18.1193,-2.7986,1082.6367,820.4633,0.02,-1609.0983,960.0,957.6923,955.0405,0.041,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2036.83,-,0.0,0.5,20.2,2.536,125706.0,72.0875,-11.1111,18.845,18.632,17.492,19.38,19.2261,18.8949,0.3312,0.1491,20.0084,17.6816,18.24,69288.0817,19.5089,19.3077,19.031,1.191,4.95,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,-,45.68,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,15677.98,-,178.8,1.36,178.5,4.609,25954.0,51.9662,-53.2374,178.51,176.924,177.922,177.374,177.4396,177.4071,0.0324,0.1915,184.1261,172.8939,13.8,-10200.9518,176.8244,177.3385,177.9933,1.006,1.40,0.689,0.811,0.402,-,0.053,-,0.239,-,-,-,-,-7.4,91.64,-,112.88,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6218.1,18.85,131.6,1.46,131.6,3.974,30216.0,53.201,-33.6,127.945,133.58,132.5985,127.8699,127.82,129.7058,-1.8858,-2.8829,138.6492,117.2408,14.24,-25393.281,127.9178,126.9218,126.719,1.1865,1.90,1.224,-,0.908,-,0.118,0.066,0.289,0.043,0.100,-,-,7.85,75.51,18.85,17.53,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,15722.01,6.42,74.3,-0.27,74.3,6.299,84575.0,49.8673,-28.0702,73.89,75.61,75.232,73.5619,73.5926,74.2687,-0.6762,-0.9271,76.9722,70.8078,12.82,60635.7323,73.48,73.3103,73.4462,1.1754,4.71,1.108,0.270,0.711,-,0.111,0.077,0.415,0.044,0.098,-,-,11.48,126.37,6.42,6.19,2116017000.00,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,2295.0,-,17.0,3.66,17.0,56.232,3321355.0,64.5215,-4.2553,14.925,15.594,14.3345,15.4825,15.3202,15.2563,0.0638,-0.2627,16.8582,12.9918,155.18,1650458.2203,15.6444,15.3167,15.0019,1.6944,0.01,4.414,0.100,2.581,-,-,-,0.016,-,-,-,-,-1.14,16.41,-,-,1350000000.00,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1607.58,60.91,6.7,0.0,6.7,0.894,135365.0,52.1563,-23.0769,6.165,7.23,8.4075,6.4778,6.4147,6.5574,-0.1427,-0.3485,7.655,4.675,14.55,121722.3548,6.6311,6.4423,6.1933,1.4825,0.37,-,-,-,-,-,-,-,-,-,-,-,0.11,22.07,60.91,41.88,2399365800.00,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4014.87,26.97,62.1,-0.32,62.1,9.324,150048.0,51.5869,-14.5985,59.115,65.128,74.0135,60.2518,60.0452,61.3262,-1.2811,-2.3377,65.9097,52.3203,58.55,159535.5482,60.5022,59.5333,58.8624,1.2997,1.61,2.057,-,2.048,0.146,0.164,0.100,0.385,0.047,0.074,-,-,2.55,32.82,26.97,23.60,646516660.00,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1285.23,15.11,13.8,1.47,13.8,2.334,168966.0,50.4938,-25.8065,13.44,14.444,14.91,13.4549,13.4512,13.7438,-0.2925,-0.4382,14.8821,11.9979,39.11,-50538.0912,13.5067,13.35,13.3005,1.336,0.36,1.282,0.005,0.926,-,0.265,0.147,0.399,0.045,0.057,-,-,0.72,16.43,15.11,22.67,931327320.00,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,633.69,25.45,5.6,-1.79,5.5,0.17,30907.0,49.3966,-25.0,5.075,6.256,8.0705,5.4046,5.3552,5.5079,-0.1527,-0.3332,6.141,4.009,15.3,7585.1898,5.5333,5.4154,5.1824,1.4422,0.91,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,0.22,18.19,25.45,24.71,1152162000.00,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,A,3968.49,-,37.6,0.53,37.6,64.756,1712653.0,56.4803,-19.8113,35.28,35.512,33.498,36.8412,36.4907,35.8338,0.6569,0.1964,39.3393,31.2207,202.66,-547918.3245,37.4556,36.8962,35.9467,1.2735,2.66,1.925,1.997,1.806,-,-,-,0.267,-,-,-,-,-1.37,47.57,-,-,1055449950.00,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,1603.49,19.13,22.1,0.45,22.1,12.073,547122.0,51.6456,-18.3673,20.915,23.386,25.771,21.3393,21.2698,21.8132,-0.5434,-0.9517,23.6994,18.1306,207.83,101427.714,21.4867,21.1769,20.8476,1.2583,1.13,4.147,-,4.091,0.135,0.140,0.123,0.318,0.059,0.069,-,-,0.81,16.95,19.13,16.18,725561920.00,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,788.81,14.29,21.9,-0.45,21.9,0.392,17898.0,47.5614,-10.2041,21.085,24.438,24.6015,21.1494,21.1728,22.1131,-0.9403,-1.3315,23.7904,18.3796,70.01,-10008.0714,21.1822,20.8603,20.7871,1.2814,2.74,-,-,-,-,-,-,-,-,-,-,-,1.54,19.81,14.29,110.00,360186980.00,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,370.0,74.00,3.7,0.0,3.7,1.505,412710.0,55.2398,-10.0,3.425,3.86,5.6045,3.4803,3.4624,3.5588,-0.0964,-0.181,3.9713,2.8787,95.59,1013119.6726,3.4933,3.4244,3.3867,0.7767,-,-,-,-,-,-,-,-,-,-,-,-,0.05,10.27,74.00,42.05,1000000000.00,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,380.0,-,0.0,0.0,3800.0,0.0,0.0,30.2259,-100.0,3856.825,4149.81,4573.4225,4098.9761,4181.7165,4375.0632,-193.3466,-102.6288,4528.1062,3185.5438,1.51,-0.7799,3800.0,3800.0,3820.6476,0.0562,0.02,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,1000000.00,100000
AIL,Alif Industries Limited,Textile,A,2273.21,19.19,46.7,3.09,46.7,41.252,879587.0,50.8193,-11.7021,45.595,49.302,54.5275,45.3821,45.3999,46.4185,-1.0186,-1.4589,49.3554,41.8346,261.28,-214057.6509,45.3578,45.0385,45.0819,1.0657,2.14,4.992,-,4.235,-,-,-,-,-,-,-,-,2.36,24.56,19.19,15.03,486768350.00,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2950.1,-,132.3,2.0,132.3,21.327,163018.0,50.3991,-38.172,130.24,139.642,137.801,129.5246,129.5762,131.8646,-2.2884,-3.2519,139.8633,120.6167,103.45,-64206.4331,129.5867,129.1474,129.0081,0.9493,-,1.616,-,1.134,-,-,-,-,-,-,-,-,-0.78,8.45,-,-,222985490.00,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,A,19463.59,25.15,16.8,1.81,16.9,1.474,86631.0,59.9234,-7.5472,15.05,15.88,18.528,16.3454,16.1082,15.7085,0.3997,0.0668,18.3096,11.7904,3.41,125798.5953,16.7222,16.4949,15.7005,0.5357,-,-,-,-,-,0.425,0.038,-,0.001,0.030,0.001,-,0.66,20.85,25.15,36.62,11516917130.00,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1117.69,13.03,4.3,0.0,4.3,0.585,135550.0,51.5054,-21.4286,3.98,4.658,5.9355,4.1848,4.1477,4.2348,-0.0871,-0.2097,4.7737,3.1863,32.79,237882.2211,4.2733,4.1679,4.0186,1.6496,2.33,15.328,-,13.723,-,-,-,-,-,-,-,-,0.33,15.15,13.03,20.16,2599270220.00,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,761.16,-,13.6,0.74,13.6,0.747,55303.0,54.1543,-35.2941,13.425,13.392,12.084,13.4206,13.4013,13.3579,0.0434,0.0214,14.1205,12.7295,40.03,22049.0945,13.4289,13.3628,13.3643,1.5107,-,0.214,-,0.212,-,-,-,-,-,-,-,-,-0.01,19.92,-,-,559680000.00,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,3444.52,138.95,0.0,-0.38,26.3,26.958,1025921.0,68.2826,-5.5556,23.415,24.128,25.1175,24.6387,24.3299,23.9227,0.4072,-0.0795,26.0756,20.7544,70.86,634496.8444,24.9089,24.4615,23.8162,1.4297,4.37,2.529,-,1.706,0.007,0.066,0.002,0.108,0.003,0.007,-,-,0.22,28.03,138.95,31.43,1309704000.00,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1877.28,192.56,782.0,0.8,782.2,0.333,426.0,51.9253,-27.0517,771.21,792.308,790.688,771.5885,771.4911,777.882,-6.3909,-9.6123,805.0475,737.3725,18.28,-759.0098,771.6133,767.6551,768.121,0.7884,0.13,0.908,0.008,0.509,-,0.066,0.044,0.521,0.016,0.329,-,-,2.21,13.47,192.56,388.00,24000000.00,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1699.2,37.42,212.4,3.01,212.4,0.711,3372.0,57.0349,-12.9353,203.98,215.446,214.8555,205.5254,205.2842,207.9662,-2.682,-4.4738,211.8835,196.0765,13.03,-3122.429,205.56,204.3782,203.6129,0.8719,1.51,1.656,-,0.601,0.019,0.026,0.013,0.191,0.027,0.061,-,-,5.01,92.88,37.42,30.32,80000000.00,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,337.7,-,19.0,0.0,18.9,0.037,1959.0,49.7009,-24.0,18.38,19.914,21.946,18.694,18.6336,18.911,-0.2774,-0.5404,20.4851,16.2749,14.22,1909.4513,18.8733,18.6282,18.3586,1.1192,-,0.767,-,0.528,-,-,-,-,-,-,-,-,-2.99,5.63,-,-,178678000.00,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,2919.09,35.40,96.7,0.42,96.7,104.89,1083153.0,58.4524,-21.7993,94.345,79.768,70.5245,94.1522,93.1874,88.8842,4.3032,4.2093,112.4305,76.2595,1432.89,-275953.396,95.0622,93.2808,92.93,1.434,-,1.374,0.077,0.968,-,0.051,0.128,0.125,0.077,0.185,-,-,-12.32,1.38,35.40,8.42,301870800.00,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1613.8,8.68,14.8,1.38,14.7,1.84,125662.0,54.2288,-21.4286,14.255,14.79,14.9005,14.405,14.3618,14.4051,-0.0434,-0.1588,15.0997,13.4103,32.78,-94542.2199,14.4711,14.341,14.261,1.6898,0.68,-,-,-,-,-,-,-,-,-,-,-,1.59,19.33,8.68,9.12,1097820000.00,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1229.44,37.33,217.9,2.04,215.6,6.168,28794.0,49.5267,-31.1037,215.51,221.702,213.216,213.882,213.9387,215.9106,-1.9719,-2.7754,229.4859,201.5341,98.4,-9444.429,214.0733,213.4603,213.9762,1.0365,0.93,2.027,-,1.741,0.040,0.033,0.016,0.096,0.028,0.044,-,-,6.41,126.05,37.33,21.05,57024000.00,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,3736.04,15.45,190.1,-0.31,190.1,16.866,88636.0,37.8663,-36.875,189.76,214.836,212.3665,189.9639,190.3703,196.6382,-6.268,-8.3253,195.368,184.152,65.7,-46581.4973,190.0578,189.5205,189.2452,0.8019,1.32,1.084,-,0.194,0.018,0.085,0.012,0.303,0.006,0.026,-,-,8.62,436.68,15.45,29.98,196530460.00,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,1371.72,43.37,163.3,3.16,163.3,19.678,121064.0,71.5556,-4.6296,142.32,146.164,117.9605,152.4975,150.0864,145.6919,4.3945,1.1674,162.2802,122.3598,363.98,33835.7626,154.88,152.0487,146.8405,0.9049,1.22,1.074,-,0.894,-,-,-,-,0.007,0.024,-,-,3.6,83.11,43.37,55.74,84000000.00,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,873.25,-,57.3,0.35,57.3,0.337,5873.0,43.7671,-30.3371,56.9,63.786,67.4215,57.2068,57.2236,58.8185,-1.5949,-2.3086,60.7333,53.0667,16.15,-11478.3536,57.5022,57.1,56.7967,0.8312,-,0.952,-,0.208,-,0.059,-,0.125,-,-,-,-,-14.62,30.19,-,-,152400000.00,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,963.14,-,2.4,0.0,2.4,3.718,1520800.0,62.8166,-15.3846,1.94,2.318,3.2195,2.0687,2.0293,2.0772,-0.0479,-0.157,2.6187,1.2613,12.88,27917.4159,2.1044,2.0,1.92,1.6311,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,-0.82,0.7,-,-,4013086000.00,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,510.0,-,0.0,0.0,2550.0,0.0,0.0,36.6941,-71.831,2533.25,2557.11,2764.565,2538.2294,2554.9612,2754.9494,-199.9882,-257.3558,2632.1487,2434.3513,9.06,-7.8702,2550.0,2546.1538,2538.6548,0.307,0.02,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,2000000.00,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1142.4,91.58,190.3,-0.52,190.4,1.547,8116.0,45.6525,-42.7119,192.98,202.154,184.1535,190.9983,191.3694,194.7694,-3.3999,-4.1849,209.9691,175.9909,41.97,-7380.9456,191.3533,190.4654,190.5295,1.0787,1.05,3.421,-,2.258,0.065,0.086,0.051,0.125,0.011,0.015,-,-,2.09,136.1,91.58,108.75,60000000.00,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,321.86,-,9.5,-2.06,9.5,0.026,2762.0,47.14,-24.0,9.31,10.614,12.4165,9.4301,9.4175,9.7222,-0.3047,-0.4757,10.8536,7.7664,15.63,5692.8843,9.5311,9.4013,9.2405,1.412,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,-14.47,-18.9,-,-,338800000.00,33880000
