Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,753.8,-,2.7,4.0,2.6,0.237,90542.0,47.8597,-44.4444,2.555,2.79,3.229,2.5972,2.5951,2.6425,-0.0474,-0.0741,2.876,2.234,43.91,303633.0201,2.6244,2.609,2.5648,1.1319,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,374.0,-,18.7,2.19,18.7,7.567,412519.0,46.7686,-30.9524,18.485,19.998,20.501,18.7362,18.7292,19.0295,-0.3003,-0.4571,20.1997,16.7703,440.24,98695.7675,18.8778,18.8064,18.5448,1.0628,-,-,-,-,-,-,-,-,-,-,-,-,-3.45,9.13,-,29.20,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1664.34,7.07,17.9,2.87,17.9,1.071,60298.0,48.6475,-19.0476,17.4,19.194,19.7525,17.6176,17.6156,18.0073,-0.3917,-0.5803,19.0921,15.7079,29.58,-17500.3212,17.7333,17.6282,17.3957,1.2446,5.59,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,7.07,16.95,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,692.37,-,10.9,0.94,10.7,0.383,36077.0,40.8364,-55.5556,10.755,12.004,13.0585,10.8771,10.8948,11.1795,-0.2847,-0.3799,11.83,9.68,14.02,-32210.9614,10.9489,10.9359,10.7876,1.3994,0.93,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,645.54,-,2.7,0.0,2.7,2.923,1079071.0,45.6995,-50.0,2.67,2.88,3.628,2.74,2.7345,2.7642,-0.0297,-0.0557,2.9819,2.3581,181.59,404262.4787,2.7756,2.759,2.7024,1.0894,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,3851.49,-,4.3,2.38,4.3,2.189,508821.0,43.035,-50.0,4.385,4.968,6.281,4.47,4.4825,4.6162,-0.1337,-0.1692,5.2635,3.5065,49.46,-473054.897,4.5444,4.5449,4.4281,1.7329,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0.0,69.847,0.0,951.55,872.98,0.0,934.1283,920.7205,902.6012,18.1193,-2.7986,1082.6367,820.4633,0.02,-1609.0983,960.0,957.6923,955.0405,0.041,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1875.5,-,18.6,-6.53,18.6,1.789,96502.0,45.9095,-73.0769,18.96,18.656,17.52,19.3072,19.2175,18.942,0.2755,0.2082,20.2157,17.7043,23.15,-40243.3535,19.5578,19.4744,19.1929,1.1919,5.38,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,-,45.23,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,15844.86,-,181.2,0.89,180.4,6.525,36153.0,54.278,-35.3846,178.625,177.022,178.389,178.7483,178.5304,177.9906,0.5397,0.3151,183.846,173.404,12.33,-9688.0767,178.5689,178.2654,178.5224,1.0045,1.39,0.689,0.811,0.402,-,0.053,-,0.239,-,-,-,-,-7.4,91.64,-,114.62,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6076.35,18.78,128.6,-0.46,128.6,3.184,24666.0,47.5086,-45.6,126.93,132.86,132.7445,128.6422,128.4809,129.6777,-1.1968,-2.1141,134.5685,119.2915,12.93,-30966.13,129.2978,128.6115,127.3181,1.19,1.94,1.224,-,0.908,-,0.118,0.066,0.289,0.043,0.100,-,-,7.85,75.51,18.78,17.46,472500000.00,47250000
